"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-04-01 ~ 2026-04-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"127","경기도 안산시 상록구 사동","1639-7","1639","0007","그랑시티자이","95.1480","202604","22","42,500","-","2","개인","개인","2020","해양4로 31","-","직거래","-","-"
"128","경기도 화성시 효행구 기안동","928","0928","0000","화성우방아이유쉘MEGACITY2단지","84.5361","202604","22","41,700","-","4","개인","개인","2022"," 29","-","중개거래","경기 화성시 효행구","-"
"129","경기도 화성시 동탄구 장지동","966","0966","0000","금호어울림레이크","74.9700","202604","22","75,000","-","8","개인","개인","2018"," 17","-","중개거래","경기 화성시 동탄구","-"
"130","경기도 동두천시 지행동","717-2","0717","0002","송내주공1단지","84.8700","202604","22","20,000","-","6","개인","개인","2004","지행로 16","-","중개거래","경기 동두천시","-"
"131","경기도 평택시 고덕면 궁리","523","0523","0000","고덕하늘채시그니처","59.9490","202604","22","26,500","-","15","개인","개인","2021","효덕새싹길 55","-","중개거래","경기 평택시","-"
"132","경기도 화성시 동탄구 목동","486","0486","0000","동탄2신도시호반베르디움22단지","53.7880","202604","22","59,900","-","11","개인","개인","2017"," 104","-","중개거래","경기 화성시 동탄구","-"
"133","경기도 화성시 동탄구 장지동","923","0923","0000","금호어울림레이크2차","74.9900","202604","22","65,500","-","18","개인","개인","2019"," 32","-","중개거래","경기 오산시, 경기 화성시 동탄구","-"
"134","경기도 화성시 동탄구 장지동","1011","1011","0000","동탄2아이파크2단지","84.8688","202604","22","52,500","-","6","개인","개인","2019"," 143","-","중개거래","경기 화성시 동탄구, 경기 화성시 병점구","-"
"135","경기도 평택시 고덕동","1860-2","1860","0002","고덕자이센트로","84.8986","202604","22","50,800","-","2","개인","개인","2025","고덕국제2로 189","-","중개거래","경기 평택시","-"
"136","경기도 평택시 고덕동","2518-1","2518","0001","고덕국제신도시제일풍경채3차센텀","84.9080","202604","22","68,500","-","18","개인","개인","2023","고덕로 271","-","중개거래","경기 평택시","-"
"137","경기도 평택시 고덕동","2461-1","2461","0001","고덕국제신도시아너스","59.7400","202604","22","38,000","-","6","개인","개인","2022","고덕율포1로 10","-","중개거래","경기 평택시","-"
"138","경기도 화성시 동탄구 산척동","744","0744","0000","그린힐 반도유보라 아이비파크 10(1단지)","59.8742","202604","22","39,000","-","16","개인","개인","2018"," 85","-","중개거래","경기 화성시 동탄구","-"
"139","경기도 시흥시 정왕동","1862","1862","0000","동남","59.0300","202604","22","22,000","-","10","개인","개인","1998","정왕대로28번길 29","-","중개거래","경기 시흥시","-"
"140","경기도 시흥시 정왕동","1886-4","1886","0004","서해2","62.2600","202604","22","25,500","-","9","개인","개인","1998","정왕신길로49번길 21","-","중개거래","경기 시흥시","-"
"141","경기도 시흥시 정왕동","1872-4","1872","0004","영남3","59.9080","202604","22","24,000","-","3","개인","개인","1996","역전로 353","-","중개거래","경기 시흥시","-"
"142","경기도 화성시 동탄구 산척동","744","0744","0000","그린힐 반도유보라 아이비파크 10(1단지)","84.9991","202604","22","50,200","-","16","개인","개인","2018"," 85","-","중개거래","경기 화성시 동탄구","-"
"143","경기도 고양시 일산서구 탄현동","1484","1484","0000","탄현마을(부영3)","46.5800","202604","22","18,500","-","1","개인","개인","1995","홀트로 11","-","중개거래","경기 고양시 일산서구","-"
"144","경기도 평택시 용이동","652","0652","0000","평택비전에듀포레푸르지오","84.9274","202604","22","49,000","-","20","개인","개인","2018","용죽2로 30","-","중개거래","경기 평택시","-"
"145","경기도 고양시 일산서구 주엽동","117","0117","0000","문촌마을16단지뉴삼익","58.1300","202604","22","29,500","-","2","개인","개인","1994","주엽로 122","-","직거래","-","-"
"146","경기도 시흥시 배곧동","191","0191","0000","시흥배곧C1호반써밋플레이스","84.9894","202604","22","57,500","-","19","개인","개인","2019","서울대학로278번길 19-13","-","중개거래","경기 시흥시","-"
"147","경기도 수원시 영통구 매탄동","1352","1352","0000","매탄위브하늘채","59.9845","202604","22","60,000","-","3","개인","개인","2008","효원로 363","-","중개거래","경기 수원시 영통구","-"
"148","경기도 의정부시 장암동","37-4","0037","0004","장암2차푸르지오","84.0400","202604","22","40,800","-","15","개인","개인","2004","장곡로226번길 65","-","중개거래","경기 의정부시","-"
"149","경기도 평택시 세교동","597","0597","0000","힐스테이트 평택2차","64.2800","202604","22","32,500","-","4","개인","개인","2018","세교6로 45","-","중개거래","경기 평택시","-"
"150","경기도 평택시 세교동","597","0597","0000","힐스테이트 평택2차","84.8700","202604","22","41,700","-","10","개인","개인","2018","세교6로 45","-","중개거래","경기 평택시","-"
"151","경기도 평택시 동삭동","388-13","0388","0013","더샵지제역센트럴파크2BL","74.9929","202604","22","45,800","-","16","개인","개인","2020","지제동삭2로 177","-","중개거래","경기 평택시","-"
"152","경기도 평택시 동삭동","835","0835","0000","평택센트럴자이1단지","59.1594","202604","22","33,000","-","13","개인","개인","2017","상서재로5길 15","-","중개거래","경기 평택시","-"
"153","경기도 평택시 동삭동","835","0835","0000","평택센트럴자이1단지","59.5153","202604","22","32,000","-","19","개인","개인","2017","상서재로5길 15","20260423","중개거래","경기 평택시","-"
"154","경기도 화성시 병점구 반월동","880","0880","0000","반달마을두산위브1단지","102.8170","202604","22","59,000","-","3","개인","개인","2007"," 27","-","중개거래","경기 수원시 영통구, 경기 화성시 병점구","-"
"155","경기도 화성시 동탄구 산척동","722","0722","0000","더레이크시티부영1단지","59.9912","202604","22","62,000","-","24","개인","개인","2018"," 91","-","중개거래","경기 화성시 동탄구","-"
"156","경기도 고양시 일산서구 일산동","1103","1103","0000","후곡마을(주공)","68.1300","202604","22","30,900","-","15","개인","개인","1995","경의로 605","-","중개거래","경기 고양시 일산서구, 서울 용산구","-"
"157","경기도 파주시 동패동","1781","1781","0000","한울마을1단지운정신도시IPARK","59.9900","202604","22","59,500","-","10","개인","개인","2020","심학산로 384","-","중개거래","경기 파주시","-"
"158","경기도 파주시 문발동","560","0560","0000","숲속길마을동문굿모닝힐(560)","84.8810","202604","22","26,000","-","1","개인","개인","2005","책향기로 337","-","중개거래","경기 파주시","-"
"159","경기도 화성시 동탄구 산척동","745","0745","0000","레이크힐 반도유보라 아이비파크 10.2","84.9991","202604","22","49,300","-","17","개인","개인","2018"," 88","-","중개거래","경기 화성시 동탄구","-"
"160","경기도 수원시 영통구 망포동","700","0700","0000","망포쌍용에듀파크","59.9067","202604","22","40,500","-","12","개인","개인","2004","태장로7번길 38","-","중개거래","경기 수원시 영통구","-"
"161","경기도 연천군 전곡읍 전곡리","82","0082","0000","전곡제일풍경채리버파크","109.7051","202604","22","49,000","-","24","개인","개인","2024","전곡로6번길 28-11","-","직거래","-","-"
"162","경기도 화성시 동탄구 산척동","745","0745","0000","레이크힐 반도유보라 아이비파크 10.2","84.9991","202604","22","52,700","-","12","개인","개인","2018"," 88","-","중개거래","경기 화성시 동탄구","-"
"163","경기도 파주시 와동동","1344","1344","0000","가람마을9단지남양휴튼(1344)","84.9560","202604","22","38,000","-","20","개인","개인","2010","미래로 562","-","중개거래","경기 파주시","-"
"164","경기도 파주시 문산읍 문산리","33-6","0033","0006","율곡","59.9400","202604","22","12,500","-","6","개인","개인","1996","문향로17번길 39","-","중개거래","경기 파주시","-"
"165","경기도 평택시 비전동","1011","1011","0000","소사벌리더스하임","84.9700","202604","22","31,800","-","8","개인","개인","2014","비전3로 59","-","중개거래","경기 평택시","-"
"166","경기도 의정부시 호원동","442","0442","0000","성호","59.9860","202604","22","25,000","-","9","개인","개인","1996","안말로85번길 61","-","중개거래","경기 의정부시","-"
"167","경기도 화성시 동탄구 송동","693","0693","0000","동탄2하우스디더레이크","59.9900","202604","22","76,300","-","12","개인","개인","2016"," 19","-","중개거래","경기 의정부시, 경기 화성시 동탄구","-"
"168","경기도 화성시 동탄구 송동","693","0693","0000","동탄2하우스디더레이크","74.8800","202604","22","75,000","-","1","개인","개인","2016"," 19","-","중개거래","경기 화성시 동탄구","-"
"169","경기도 고양시 일산동구 식사동","1510","1510","0000","위시티블루밍3단지","101.9000","202604","22","57,400","-","12","개인","개인","2010","위시티4로 79","-","중개거래","경기 고양시 일산동구","-"
"170","경기도 파주시 문산읍 당동리","909","0909","0000","자연앤꿈에그린5단지아파트","84.7200","202604","22","21,800","-","1","개인","개인","2010","당동1로 12","-","중개거래","경기 파주시","-"
"171","경기도 이천시 부발읍 아미리","730","0730","0000","이천신일해피트리트리빌1단지","84.9769","202604","22","30,800","-","16","개인","개인","2014","경충대로2092번길 39-33","-","중개거래","경기 이천시","-"
"172","경기도 김포시 장기동","1886-2","1886","0002","고창마을(케이씨씨스위첸)","59.9590","202604","22","41,900","-","15","개인","개인","2011","김포한강2로 208","-","중개거래","경기 김포시","-"
"173","경기도 고양시 덕양구 행신동","953","0953","0000","햇빛주공23","49.9600","202604","22","30,500","-","13","개인","개인","1996","화신로 105","-","중개거래","경기 고양시 덕양구","-"
"174","경기도 포천시 어룡동","764","0764","0000","모아엘가리더스파크","59.2071","202604","22","22,000","-","15","개인","개인","2023","용정경제로 29","-","중개거래","경기 포천시","-"
"175","경기도 부천시 오정구 원종동","316","0316","0000","원종아이원시티","75.6000","202604","22","41,000","-","8","개인","개인","2022","소사로748번길 57-14","-","중개거래","경기 부천시 오정구","-"
"176","경기도 부천시 오정구 오정동","415-4","0415","0004","효행복마을","14.6380","202604","22","6,300","-","2","개인","개인","2013","오정로211번길 73","-","중개거래","경기 부천시 오정구","-"
"177","경기도 고양시 덕양구 행신동","781","0781","0000","소만마을(풍림)","45.3600","202604","22","25,500","-","3","개인","개인","1994","소만로 49","-","중개거래","경기 고양시 덕양구","-"
"178","경기도 양주시 고읍동","440","0440","0000","산내들마을한양수자인","123.1445","202604","22","60,425","-","15","개인","개인","2009","고읍로 11-7","-","직거래","-","-"
"179","경기도 양주시 삼숭동","683-1","0683","0001","양주자이3단지","84.9218","202604","22","23,500","-","4","개인","개인","2005","삼숭로38번길 55","-","중개거래","경기 양주시","-"
"180","경기도 부천시 소사구 송내동","377-7","0377","0007","중동역푸르지오2차","84.9600","202604","22","62,300","-","6","개인","개인","2008","경인로117번길 27","-","중개거래","경기 부천시 소사구","-"
"181","경기도 화성시 병점구 병점동","282","0282","0000","남수원두산","84.9000","202604","22","36,000","-","9","개인","개인","2000"," 8","-","중개거래","경기 화성시 병점구","-"
"182","경기도 화성시 병점구 병점동","858","0858","0000","정든마을신창2차","101.9830","202604","22","42,500","-","20","개인","개인","2004"," 102","-","중개거래","경기 화성시 병점구","-"
"183","경기도 남양주시 평내동","608","0608","0000","평내마을중흥에스-클래스(3단지)","121.8528","202604","22","48,200","-","15","개인","개인","2005","의안로 176","-","중개거래","경기 남양주시","-"
"184","경기도 용인시 수지구 죽전동","89-1","0089","0001","죽전현대1차","84.9900","202604","22","72,000","-","12","개인","개인","1999","죽전로 244","-","중개거래","경기 용인시 수지구","-"
"185","경기도 용인시 수지구 죽전동","331","0331","0000","도담마을아이파크","84.9900","202604","22","70,500","-","9","개인","개인","1998","대지로 82","-","중개거래","경기 용인시 수지구","-"
"186","경기도 고양시 덕양구 화정동","961","0961","0000","은빛마을11단지","60.0000","202604","22","41,000","-","6","개인","개인","1996","백양로 126","-","중개거래","경기 고양시 덕양구","-"
"187","경기도 고양시 덕양구 화정동","952","0952","0000","별빛마을(부영)8(좋은집)","50.0000","202604","22","31,800","-","6","개인","개인","1995","화신로 298","-","중개거래","경기 고양시 덕양구","-"
"188","경기도 고양시 덕양구 화정동","868","0868","0000","달빛마을4단지","170.6200","202604","22","62,000","-","15","개인","개인","1995","화중로 171","-","중개거래","경기 고양시 덕양구","-"
"189","경기도 시흥시 대야동","568-4","0568","0004","서강1","49.5900","202604","22","19,800","-","14","개인","개인","1995","은행로218번길 4","-","중개거래","경기 시흥시","-"
"190","경기도 부천시 소사구 소사본동","400-7","0400","0007","청구","134.5500","202604","22","50,000","-","7","개인","개인","1995","소사로102번길 47","-","직거래","-","-"
"191","경기도 이천시 마장면 오천리","413","0413","0000","이천마장호반베르디움2차","82.9343","202604","22","35,000","-","4","개인","개인","2019","중앙로 35","-","중개거래","경기 이천시","-"
"192","경기도 의정부시 용현동","46","0046","0000","용현현대1차","71.1750","202604","22","37,000","-","4","개인","개인","1992","오목로 36","-","중개거래","경기 의정부시","-"
"193","경기도 수원시 권선구 세류동","1270","1270","0000","수원역센트럴타운","39.9100","202604","22","32,800","-","2","개인","개인","2015","세류로 39","-","중개거래","경기 수원시 권선구","-"
"194","경기도 평택시 비전동","1031","1031","0000","우미린센트럴파크","84.9802","202604","21","38,700","-","2","개인","개인","2016","비전3로 76","-","중개거래","경기 평택시","-"
"195","경기도 안양시 동안구 평촌동","897-7","0897","0007","초원LG","59.7900","202604","21","93,800","-","15","개인","개인","1993","부림로 52","-","중개거래","경기 과천시, 경기 안양시 동안구","-"
"196","경기도 군포시 도마교동","456","0456","0000","금강펜테리움센트럴파크1차","84.1900","202604","21","59,000","-","7","개인","개인","2018","송부로49번길 15","-","직거래","-","-"
"197","경기도 파주시 야당동","991","0991","0000","한빛마을5단지캐슬앤칸타빌","59.4459","202604","21","44,000","-","18","개인","개인","2012","한빛로 70","-","중개거래","경기 파주시","-"
"198","경기도 시흥시 정왕동","1847","1847","0000","청솔아파트","48.4500","202604","21","17,300","-","2","개인","개인","1999","중심상가로 128","-","중개거래","경기 시흥시","-"
"199","경기도 평택시 진위면 견산리","27-15","0027","0015","한승아파트","44.4600","202604","21","10,200","-","4","개인","개인","2000","동부대로 41","-","중개거래","경기 평택시","-"
"200","경기도 안양시 동안구 평촌동","898-2","0898","0002","초원마을대림","59.7420","202604","21","91,100","-","5","개인","개인","1993","귀인로 237","-","중개거래","경기 안양시 동안구","-"
